,X.timestamp,X.version,X_id,X_index,X_score,X_type,beat.hostname,beat.version,enrichment.branch.name,metricset.module,metricset.name,metricset.rtt,system.network.in.bytes,system.network.in.dropped,system.network.in.errors,system.network.in.packets,system.network.name,system.network.out.bytes,system.network.out.dropped,system.network.out.errors,system.network.out.packets
26137,"December 18th 2018, 17:28:24.500",1,uWVhwmcBN4R-DFd1o8CX,metricbeat-000209,NA,doc,69,6.2.4,7,system,network,"3,993",70.856MB,0,0,"165,192",Ethernet,46.192MB,0,0,"178,736"
26139,"December 18th 2018, 17:28:20.944",1,H71ywmcBuqt-6aA3uqkV,metricbeat-000209,NA,doc,176,6.2.4,23,system,network,"1,539",875.138MB,0,0,"1,806,004",Ethernet,499.169MB,0,0,"1,661,917"
26144,"December 18th 2018, 17:28:20.556",1,#NAME?,metricbeat-000209,NA,doc,171,6.2.4,22,system,network,"3,007",115.424MB,0,0,"233,177",Ethernet,61.723MB,0,0,"245,347"
26145,"December 18th 2018, 17:28:19.858",1,PtxhwmcBX8H-MD0_VGf4,metricbeat-000209,NA,doc,54,6.2.4,6,system,network,"3,872",124.687MB,0,0,"232,461",Ethernet,84.746MB,0,0,"242,649"
26150,"December 18th 2018, 17:28:18.052",1,CTxhwmcBn_oGi6rsodm4,metricbeat-000209,NA,doc,46,6.2.4,5,system,network,"3,944",55.573MB,0,0,"95,005",Ethernet,28.571MB,0,0,"95,378"
26151,"December 18th 2018, 17:28:13.131",1,GlJywmcBn_oGi6rstsH6,metricbeat-000209,NA,doc,97,6.2.4,11,system,network,"4,387",86.156MB,0,0,"180,986",Ethernet,52.244MB,0,0,"190,543"
26154,"December 18th 2018, 17:28:12.969",1,KbJywmcBAOA7YPJGt9oH,metricbeat-000209,NA,doc,169,6.2.4,22,system,network,"1,496",165.756MB,0,0,"337,060",Ethernet,110.764MB,0,0,"346,255"
26158,"December 18th 2018, 17:28:11.850",1,O09ywmcBxOZ1qs_ptum2,metricbeat-000209,NA,doc,70,6.2.4,7,system,network,"3,866",39.631MB,0,0,"72,746",Ethernet,45.038MB,0,0,"90,483"
26160,"December 18th 2018, 17:28:10.625",1,VNxhwmcBX8H-MD0_oN8j,metricbeat-000209,NA,doc,145,6.2.4,18,system,network,"3,023",114.912MB,0,0,"313,221",Ethernet,144.285MB,0,0,"381,691"
26163,"December 18th 2018, 17:28:10.053",1,GN9hwmcB6ZGVNHRkoOUb,metricbeat-000209,NA,doc,5,6.2.4,1,system,network,962,442.17MB,0,0,"852,484",Ethernet,241.37MB,0,0,"915,646"
26167,"December 18th 2018, 17:28:05.414",1,XGBhwmcBdDbnrhqkniv6,metricbeat-000209,NA,doc,133,6.2.4,16,system,network,"1,002",47.812MB,0,0,"89,462",Ethernet,30.098MB,0,0,"94,179"
26169,"December 18th 2018, 17:27:58.041",1,4p1hwmcBAOA7YPJGnQu1,metricbeat-000209,NA,doc,128,6.2.4,16,system,network,"3,860",332.343MB,0,0,"814,478",Ethernet,219.145MB,0,0,"835,342"
26172,"December 18th 2018, 17:27:56.038",1,hvJywmcBX8H-MD0_r12p,metricbeat-000209,NA,doc,61,6.2.4,7,system,network,"2,902",3.495GB,0,0,"4,096,313",Ethernet,846.788MB,0,0,"3,564,235"
26177,"December 18th 2018, 17:27:54.785",1,pnZywmcBdDbnrhqkrwB9,metricbeat-000209,NA,doc,84,6.2.4,9,system,network,"1,030",140.324MB,0,0,"256,086",Ethernet,69.291MB,0,0,"265,924"
26179,"December 18th 2018, 17:27:52.990",1,X51hwmcBAOA7YPJGnAjY,metricbeat-000209,NA,doc,27,6.2.4,3,system,network,"1,896",90.302MB,0,0,"184,665",Ethernet,48.316MB,0,0,"193,525"
26181,"December 18th 2018, 17:27:52.161",1,hrJywmcBAOA7YPJGrsI-,metricbeat-000209,NA,doc,50,6.2.4,6,system,network,"2,894",95.601MB,0,0,"223,801",Ethernet,62.43MB,0,0,"235,685"
26186,"December 18th 2018, 17:27:51.346",1,OGBhwmcBdDbnrhqknB5m,metricbeat-000209,NA,doc,29,6.2.4,3,system,network,"2,036",87.097MB,0,0,"191,030",Ethernet,50.889MB,0,0,"199,750"
26188,"December 18th 2018, 17:27:47.377",1,HTlhwmcBxOZ1qs_pPoat,metricbeat-000209,NA,doc,31,6.2.4,3,system,network,901,310.835MB,0,0,"713,866",Ethernet,194.504MB,0,0,"762,433"
26192,"December 18th 2018, 17:27:46.841",1,7l9hwmcBdDbnrhqkPo9b,metricbeat-000209,NA,doc,12,6.2.4,2,system,network,"3,905",873.517MB,0,0,"1,598,100",Ethernet,451.102MB,0,0,"1,625,397"
26194,"December 18th 2018, 17:27:44.068",1,1k9ywmcBxOZ1qs_prc0R,metricbeat-000209,NA,doc,111,6.2.4,13,system,network,"1,496",152.024MB,0,0,"326,983",Ethernet,102.592MB,0,0,"360,526"
26197,"December 18th 2018, 17:27:41.196",1,BzlhwmcBxOZ1qs_pOn39,metricbeat-000209,NA,doc,26,6.2.4,3,system,network,"4,252",178.264MB,0,0,"302,415",Ethernet,79.129MB,0,0,"297,774"
26199,"December 18th 2018, 17:27:41.105",1,ELJywmcBAOA7YPJGqrld,metricbeat-000209,NA,doc,21,6.2.4,2,system,network,"2,984",106.608MB,0,0,"258,330",Ethernet,100.475MB,0,0,"348,570"
26204,"December 18th 2018, 17:27:40.591",1,FGVhwmcBN4R-DFd1Og33,metricbeat-000209,NA,doc,142,6.2.4,18,system,network,970,148.175MB,0,0,"276,501",Ethernet,77.787MB,0,0,"279,023"
26205,"December 18th 2018, 17:27:38.647",1,J9hhwmcBbOSZnM2xmXCH,metricbeat-000209,NA,doc,113,6.2.4,13,system,network,"1,014",78.275MB,0,0,"169,544",Ethernet,51.641MB,0,0,"180,037"
26208,"December 18th 2018, 17:27:37.850",1,KHtywmcBN4R-DFd1qTuk,metricbeat-000209,NA,doc,76,6.2.4,8,system,network,"1,028",380.81MB,0,0,"290,556",Ethernet,38.757MB,0,0,"176,160"
26212,"December 18th 2018, 17:27:36.789",1,sPVywmcB6ZGVNHRkqJi3,metricbeat-000209,NA,doc,53,6.2.4,6,system,network,"2,868",87.442MB,0,0,"196,924",Ethernet,54.366MB,0,0,"215,467"
26216,"December 18th 2018, 17:27:28.720",1,JqZhwmcBuqt-6aA3LvC2,metricbeat-000209,NA,doc,122,6.2.4,14,system,network,"3,901",795.43MB,0,0,"1,605,165",Ethernet,509.774MB,0,0,"1,685,729"
26217,"December 18th 2018, 17:27:27.474",1,1T9hwmcBrehMbwjYlw4w,metricbeat-000209,NA,doc,51,6.2.4,6,system,network,"3,873",338.708MB,0,0,"776,438",Ethernet,249.366MB,0,0,"838,889"
26221,"December 18th 2018, 17:27:25.111",1,qNxhwmcBX8H-MD0_lrqh,metricbeat-000209,NA,doc,78,6.2.4,8,system,network,999,89.717MB,0,0,"120,735",Ethernet,26.169MB,0,0,"103,381"
26224,"December 18th 2018, 17:27:25.016",1,PVJywmcBn_oGi6rspJKO,metricbeat-000209,NA,doc,60,6.2.4,7,system,network,"3,838",1.489GB,0,0,"3,125,814",Ethernet,"1,018.507MB",0,0,"3,412,054"
26228,"December 18th 2018, 17:27:24.806",1,w9xhwmcBX8H-MD0_JiZL,metricbeat-000209,NA,doc,62,6.2.4,7,system,network,"3,897",150.175MB,0,0,"248,700",Ethernet,80.751MB,0,0,"243,179"
26231,"December 18th 2018, 17:27:20.670",1,L9xhwmcBX8H-MD0_ICAY,metricbeat-000209,NA,doc,154,6.2.4,19,system,network,"3,868",348.546MB,0,0,"812,581",Ethernet,212.162MB,0,0,"854,621"
26234,"December 18th 2018, 17:27:20.587",1,MD5hwmcBrehMbwjYJH5D,metricbeat-000209,NA,doc,91,6.2.4,11,system,network,"4,032",352.314MB,0,0,"642,929",Ethernet,202.547MB,0,0,"673,427"
26236,"December 18th 2018, 17:27:13.471",1,IlRywmcBrehMbwjYougI,metricbeat-000209,NA,doc,48,6.2.4,6,system,network,"4,125",118.334MB,0,0,"241,789",Ethernet,98.132MB,0,0,"270,340"
26239,"December 18th 2018, 17:27:09.974",1,OfVywmcB6ZGVNHRkn4Ce,metricbeat-000209,NA,doc,151,6.2.4,19,system,network,"1,001",196.367MB,0,0,"348,628",Ethernet,133.502MB,0,0,"345,473"
26241,"December 18th 2018, 17:27:08.208",1,IpxhwmcBAOA7YPJGh-Qs,metricbeat-000209,NA,doc,20,6.2.4,2,system,network,"4,867",128.593MB,0,0,"238,151",Ethernet,75.581MB,0,0,"247,649"
26246,"December 18th 2018, 17:27:06.299",1,Zb1ywmcBuqt-6aA3nGC1,metricbeat-000209,NA,doc,173,6.2.4,22,system,network,"2,995",9.967MB,0,0,"20,252",Ethernet,4.709MB,0,0,"20,164"
26248,"December 18th 2018, 17:27:04.158",1,g1RywmcBrehMbwjYm9_1,metricbeat-000209,NA,doc,170,6.2.4,22,system,network,"3,056",156.143MB,0,0,"296,330",Ethernet,83.563MB,0,0,"302,582"
26251,"December 18th 2018, 17:27:02.923",1,BF9hwmcBdDbnrhqkEWVW,metricbeat-000209,NA,doc,105,6.2.4,12,system,network,"1,997",238.931MB,0,0,"351,451",Ethernet,72.935MB,0,0,"318,425"
26254,"December 18th 2018, 17:27:02.543",1,h-5ywmcBbOSZnM2xmxHv,metricbeat-000209,NA,doc,187,6.2.4,21,system,network,"4,995",190.977MB,0,0,"278,085",Ethernet,63.496MB,0,0,"276,160"
26257,"December 18th 2018, 17:27:01.938",1,9t9hwmcB6ZGVNHRkhaaU,metricbeat-000209,NA,doc,159,6.2.4,20,system,network,"3,987",167.031MB,0,0,"262,380",Ethernet,55.908MB,0,0,"252,971"
26261,"December 18th 2018, 17:27:00.229",1,kthhwmcBbOSZnM2xhUpp,metricbeat-000209,NA,doc,177,6.2.4,23,system,network,"1,004",1.592GB,0,0,"1,833,659",Ethernet,334.653MB,0,0,"1,494,381"
26264,"December 18th 2018, 17:26:59.512",1,Sb1ywmcBuqt-6aA3m1xi,metricbeat-000209,NA,doc,160,6.2.4,20,system,network,"3,929",214.58MB,0,0,"291,068",Ethernet,57.935MB,0,0,"271,275"
26266,"December 18th 2018, 17:26:57.576",1,H1JywmcBn_oGi6rsmne4,metricbeat-000209,NA,doc,115,6.2.4,14,system,network,"4,045",986.424MB,0,0,"2,021,822",Ethernet,552.054MB,0,0,"2,052,651"
26269,"December 18th 2018, 17:26:55.527",1,2VJywmcBn_oGi6rsmnSJ,metricbeat-000209,NA,doc,123,6.2.4,15,system,network,"3,026",62.048MB,0,0,"136,190",Ethernet,105.422MB,0,0,"152,401"
26273,"December 18th 2018, 17:26:55.153",1,4D5hwmcBrehMbwjYffBh,metricbeat-000209,NA,doc,134,6.2.4,16,system,network,998,287.166MB,0,0,"639,038",Ethernet,170.736MB,0,0,"683,750"
26276,"December 18th 2018, 17:26:54.172",1,Vu5ywmcBbOSZnM2xmgqI,metricbeat-000209,NA,doc,188,6.2.4,7,system,network,"2,906",70.57MB,0,0,"170,896",Ethernet,48.21MB,0,0,"176,941"
26279,"December 18th 2018, 17:26:52.764",1,nDxhwmcBn_oGi6rseIwn,metricbeat-000209,NA,doc,79,6.2.4,9,system,network,"2,008",2.163GB,0,0,"2,768,365",Ethernet,593.075MB,0,0,"2,401,200"
26280,"December 18th 2018, 17:26:43.345",1,Ir1ywmcBuqt-6aA3mE8N,metricbeat-000209,NA,doc,146,6.2.4,18,system,network,"3,894",71.931MB,0,0,"157,905",Ethernet,43.593MB,0,0,"170,728"
26284,"December 18th 2018, 17:26:42.541",1,#NAME?,metricbeat-000209,NA,doc,116,6.2.4,14,system,network,"4,029",244.934MB,0,0,"355,686",Ethernet,81.91MB,0,0,"321,335"
26286,"December 18th 2018, 17:26:39.207",1,w2VhwmcBN4R-DFd1b122,metricbeat-000209,NA,doc,138,6.2.4,17,system,network,"3,993",62.743MB,0,0,"141,600",Ethernet,38.846MB,0,0,"149,234"
26291,"December 18th 2018, 17:26:39.039",1,X71ywmcBuqt-6aA3lkvf,metricbeat-000209,NA,doc,14,6.2.4,2,system,network,"2,127",283.159MB,0,0,"669,714",Ethernet,211.71MB,0,0,"725,579"
26294,"December 18th 2018, 17:26:38.223",1,gjthwmcBn_oGi6rsBPDD,metricbeat-000209,NA,doc,40,6.2.4,4,system,network,995,79.726MB,0,0,"174,480",Ethernet,49.653MB,0,0,"182,621"
26295,"December 18th 2018, 17:26:37.143",1,DDxhwmcBn_oGi6rsZXtD,metricbeat-000209,NA,doc,95,6.2.4,11,system,network,"3,031",131.857MB,0,0,"277,570",Ethernet,85.53MB,0,0,"288,656"
26300,"December 18th 2018, 17:26:34.592",1,#NAME?,metricbeat-000209,NA,doc,23,6.2.4,2,system,network,"3,855",109.397MB,0,0,"221,707",Ethernet,70.728MB,0,0,"238,556"
26301,"December 18th 2018, 17:26:31.537",1,bWVhwmcBN4R-DFd1ZFQV,metricbeat-000209,NA,doc,189,6.2.4,21,system,network,"1,029",64.132MB,0,0,"144,417",Ethernet,38.73MB,0,0,"152,413"
26306,"December 18th 2018, 17:26:28.232",1,h09ywmcBxOZ1qs_pk447,metricbeat-000209,NA,doc,22,6.2.4,2,system,network,"3,045",376.594MB,0,0,"891,534",Ethernet,254.273MB,0,0,"969,471"
26308,"December 18th 2018, 17:26:27.901",1,DKdhwmcBuqt-6aA3Yzov,metricbeat-000209,NA,doc,4,6.2.4,1,system,network,"4,030",2.712GB,0,0,"3,263,547",Ethernet,590.102MB,0,0,"2,555,055"
26312,"December 18th 2018, 17:26:27.103",1,371ywmcBuqt-6aA3kj1K,metricbeat-000209,NA,doc,190,6.2.4,21,system,network,976,958.759MB,0,0,"2,158,429",Ethernet,613.223MB,0,0,"2,342,081"
26314,"December 18th 2018, 17:26:26.213",1,sDtgwmcBn_oGi6rs_uXD,metricbeat-000209,NA,doc,178,6.2.4,23,system,network,"2,889",48.258MB,0,0,"100,779",Ethernet,27.56MB,0,0,"104,136"
26318,"December 18th 2018, 17:26:26.018",1,dKZgwmcBuqt-6aA3_rTC,metricbeat-000209,NA,doc,119,6.2.4,14,system,network,"4,035",363.198MB,0,0,"803,788",Ethernet,221.285MB,0,0,"838,703"
26319,"December 18th 2018, 17:26:25.820",1,TdtgwmcBX8H-MD0__e-e,metricbeat-000209,NA,doc,77,6.2.4,8,system,network,"3,039","1,008.06MB",63,0,"2,273,534",Ethernet,762.72MB,0,0,"2,494,425"
26324,"December 18th 2018, 17:26:25.584",1,nadhwmcBuqt-6aA3Yjjj,metricbeat-000209,NA,doc,139,6.2.4,17,system,network,"4,251",583.168MB,0,0,"1,150,304",Ethernet,297.238MB,0,0,"1,214,777"
26325,"December 18th 2018, 17:26:25.378",1,43VywmcBdDbnrhqkkrAJ,metricbeat-000209,NA,doc,191,6.2.4,21,system,network,"3,039",252.707MB,0,0,"5,677,081",Ethernet,1.243GB,0,0,"5,068,174"
26328,"December 18th 2018, 17:26:25.232",1,ynVywmcBdDbnrhqkkrAJ,metricbeat-000209,NA,doc,28,6.2.4,3,system,network,"3,891",123.785MB,0,0,"6,192,410",Ethernet,1.527GB,0,0,"5,712,985"
26333,"December 18th 2018, 17:26:24.349",1,f5xgwmcBAOA7YPJG_Drf,metricbeat-000209,NA,doc,147,6.2.4,18,system,network,"3,332",216.421MB,0,0,"313,194",Ethernet,73.225MB,0,0,"295,367"
26334,"December 18th 2018, 17:26:23.740",1,upxgwmcBAOA7YPJG_Drf,metricbeat-000209,NA,doc,148,6.2.4,18,system,network,"1,504",81.196MB,0,0,"172,723",Ethernet,44.626MB,0,0,"183,462"
26338,"December 18th 2018, 17:26:23.582",1,O2RgwmcBN4R-DFd1_L8S,metricbeat-000209,NA,doc,157,6.2.4,20,system,network,"3,231",104.153MB,0,0,"227,725",Ethernet,76.12MB,0,0,"244,384"
26342,"December 18th 2018, 17:26:20.665",1,NqdhwmcBuqt-6aA3YDPE,metricbeat-000209,NA,doc,140,6.2.4,17,system,network,"3,890",118.352MB,0,0,"158,629",Ethernet,36.09MB,0,0,"146,360"
26344,"December 18th 2018, 17:26:20.433",1,sl9gwmcBdDbnrhqk8kBB,metricbeat-000209,NA,doc,172,6.2.4,22,system,network,"3,052",1.216GB,0,0,"2,693,426",Ethernet,824.865MB,0,0,"2,951,036"
26348,"December 18th 2018, 17:26:15.382",1,VTtgwmcBn_oGi6rs7NYu,metricbeat-000209,NA,doc,156,6.2.4,20,system,network,"1,002",15.587MB,0,0,"32,107",Ethernet,9.25MB,0,0,"32,948"
26351,"December 18th 2018, 17:26:13.816",1,3U9ywmcBxOZ1qs_pj4Q4,metricbeat-000209,NA,doc,100,6.2.4,12,system,network,995,77.103MB,0,0,"162,745",Ethernet,44.739MB,0,0,"168,641"
26353,"December 18th 2018, 17:26:11.557",1,mk9ywmcBxOZ1qs_pjYC7,metricbeat-000209,NA,doc,121,6.2.4,14,system,network,"3,012",704.612MB,0,0,"1,375,819",Ethernet,431.857MB,0,0,"1,418,540"
26357,"December 18th 2018, 17:26:10.009",1,FT5gwmcBrehMbwjY5z0a,metricbeat-000209,NA,doc,131,6.2.4,16,system,network,"3,013",316.366MB,0,0,"468,450",Ethernet,87.989MB,0,0,"406,089"
26360,"December 18th 2018, 17:26:07.321",1,eL1ywmcBuqt-6aA3iStM,metricbeat-000209,NA,doc,99,6.2.4,12,system,network,"2,995",70.967MB,0,0,"158,237",Ethernet,43.634MB,0,0,"167,375"
26362,"December 18th 2018, 17:26:06.066",1,IV9hwmcBdDbnrhqkVbr_,metricbeat-000209,NA,doc,153,6.2.4,19,system,network,"2,873",71.441MB,0,0,"159,701",Ethernet,44.148MB,0,0,"169,072"
26364,"December 18th 2018, 17:25:58.541",1,Q1JywmcBn_oGi6rsh0B5,metricbeat-000209,NA,doc,42,6.2.4,5,system,network,"4,015",812.055MB,0,0,"1,587,254",Ethernet,445.391MB,0,0,"1,599,379"
26369,"December 18th 2018, 17:25:57.924",1,qjtgwmcBn_oGi6rs28JH,metricbeat-000209,NA,doc,114,6.2.4,13,system,network,"2,282",1.788GB,0,0,"4,241,357",Ethernet,1.298GB,0,0,"4,862,946"
26371,"December 18th 2018, 17:25:55.998",1,yKZgwmcBuqt-6aA31pR6,metricbeat-000209,NA,doc,93,6.2.4,11,system,network,"4,046",944.718MB,0,0,"1,882,068",Ethernet,528.701MB,0,0,"2,009,622"
26375,"December 18th 2018, 17:25:54.379",1,YF9hwmcBdDbnrhqkTa6R,metricbeat-000209,NA,doc,80,6.2.4,9,system,network,"3,012",399.086MB,0,0,"6,984,345",Ethernet,1.635GB,0,0,"6,818,146"
26378,"December 18th 2018, 17:25:52.722",1,UHpywmcBN4R-DFd1heCk,metricbeat-000209,NA,doc,118,6.2.4,14,system,network,"2,030",379.537MB,0,0,"898,411",Ethernet,249.68MB,0,0,"952,215"
26380,"December 18th 2018, 17:25:51.147",1,xaZgwmcBuqt-6aA31ZHr,metricbeat-000209,NA,doc,35,6.2.4,4,system,network,"3,053",73.12MB,0,0,"161,692",Ethernet,45.39MB,0,0,"172,002"
26382,"December 18th 2018, 17:25:50.744",1,PdtgwmcBX8H-MD0_1cvR,metricbeat-000209,NA,doc,30,6.2.4,3,system,network,"1,036",21.084MB,0,0,"43,239",Ethernet,10.172MB,0,0,"43,849"
26386,"December 18th 2018, 17:25:49.433",1,_r1ywmcBuqt-6aA3hB0E,metricbeat-000209,NA,doc,144,6.2.4,18,system,network,"1,992",20.906MB,0,0,"50,676",Ethernet,13.962MB,0,0,"52,090"
26390,"December 18th 2018, 17:25:48.135",1,ZdtgwmcBX8H-MD0_1chh,metricbeat-000209,NA,doc,143,6.2.4,18,system,network,"4,036",99.998MB,0,0,"222,760",Ethernet,61.538MB,0,0,"229,025"
26393,"December 18th 2018, 17:25:46.318",1,0thhwmcBbOSZnM2xSgBN,metricbeat-000209,NA,doc,82,6.2.4,9,system,network,"3,022",138.066MB,0,0,"283,077",Ethernet,70.368MB,0,0,"289,382"
26396,"December 18th 2018, 17:25:40.443",1,KHpywmcBN4R-DFd1gNaQ,metricbeat-000209,NA,doc,180,6.2.4,23,system,network,"4,030",316.551MB,0,0,"729,136",Ethernet,202.388MB,0,0,"788,722"
26398,"December 18th 2018, 17:25:39.918",1,Pd9hwmcB6ZGVNHRkQkyx,metricbeat-000209,NA,doc,183,6.2.4,11,system,network,"3,024",17.94MB,0,0,"40,263",Ethernet,11.806MB,0,0,"41,172"
26402,"December 18th 2018, 17:25:37.042",1,_JxgwmcBAOA7YPJG0hAk,metricbeat-000209,NA,doc,101,6.2.4,12,system,network,"4,984",451.527MB,0,0,"502,171",Ethernet,78.682MB,0,0,"381,160"
26403,"December 18th 2018, 17:25:34.195",1,VN5gwmcB6ZGVNHRk0MIu,metricbeat-000209,NA,doc,68,6.2.4,7,system,network,"1,896",153.335MB,0,0,"256,392",Ethernet,72.474MB,0,0,"255,029"
26406,"December 18th 2018, 17:25:30.482",1,CWRgwmcBN4R-DFd1z5Ym,metricbeat-000209,NA,doc,107,6.2.4,13,system,network,"3,120",81.926MB,0,0,"184,551",Ethernet,53.04MB,0,0,"195,509"
26411,"December 18th 2018, 17:25:30.253",1,svFywmcBX8H-MD0_e-IJ,metricbeat-000209,NA,doc,38,6.2.4,4,system,network,"2,879",110.009MB,0,0,"229,469",Ethernet,69.122MB,0,0,"240,396"
26413,"December 18th 2018, 17:25:29.219",1,WNdhwmcBbOSZnM2xQPN7,metricbeat-000209,NA,doc,39,6.2.4,4,system,network,"3,263",15.905MB,0,0,"27,130",Ethernet,8.352MB,0,0,"26,234"
26416,"December 18th 2018, 17:25:29.154",1,CjlgwmcBxOZ1qs_pzgv5,metricbeat-000209,NA,doc,74,6.2.4,8,system,network,"4,551",140.295MB,0,0,"288,674",Ethernet,80.915MB,0,0,"304,210"
26418,"December 18th 2018, 17:25:24.635",1,9NtgwmcBX8H-MD0_zrp1,metricbeat-000209,NA,doc,36,6.2.4,4,system,network,"2,017",294.236MB,0,0,"667,911",Ethernet,179.391MB,0,0,"710,318"
26421,"December 18th 2018, 17:25:23.163",1,5rJywmcBAOA7YPJGeUFb,metricbeat-000209,NA,doc,125,6.2.4,15,system,network,997,164.744MB,0,0,"309,734",Ethernet,83.614MB,0,0,"321,068"
26430,"December 18th 2018, 17:25:21.668",1,e5xgwmcBAOA7YPJGzQju,metricbeat-000209,NA,doc,41,6.2.4,5,system,network,"3,082",647.22MB,0,0,"1,194,903",Ethernet,347.417MB,0,0,"1,209,737"
26433,"December 18th 2018, 17:25:20.959",1,pvFywmcBX8H-MD0_eNzH,metricbeat-000209,NA,doc,37,6.2.4,4,system,network,997,106.394MB,0,0,"203,480",Ethernet,52.99MB,0,0,"210,642"
26436,"December 18th 2018, 17:25:17.724",1,NpxgwmcBAOA7YPJGzAZo,metricbeat-000209,NA,doc,135,6.2.4,16,system,network,"3,055",61.786MB,0,0,"135,777",Ethernet,38.114MB,0,0,"148,433"
26438,"December 18th 2018, 17:25:16.238",1,15xhwmcBAOA7YPJGP4EJ,metricbeat-000209,NA,doc,158,6.2.4,20,system,network,"2,164",17.227MB,0,0,"35,717",Ethernet,8.528MB,0,0,"37,273"
26442,"December 18th 2018, 17:25:15.100",1,o_VywmcB6ZGVNHRkdyCt,metricbeat-000209,NA,doc,149,6.2.4,19,system,network,821,201.659MB,0,0,"330,838",Ethernet,89.982MB,0,0,"320,189"
26444,"December 18th 2018, 17:25:13.105",1,Gj5hwmcBrehMbwjYPpqP,metricbeat-000209,NA,doc,108,6.2.4,13,system,network,"1,821",188.938MB,0,0,"337,502",Ethernet,111.2MB,0,0,"350,151"
26446,"December 18th 2018, 17:25:12.421",1,Yl9gwmcBdDbnrhqkyg_T,metricbeat-000209,NA,doc,132,6.2.4,16,system,network,"3,873",95.005MB,0,0,"196,611",Ethernet,54.855MB,0,0,"205,752"
26451,"December 18th 2018, 17:25:12.020",1,V3VywmcBdDbnrhqkdm1k,metricbeat-000209,NA,doc,44,6.2.4,5,system,network,996,100.994MB,0,0,"206,614",Ethernet,60.109MB,0,0,"214,285"
26453,"December 18th 2018, 17:25:09.840",1,DlJywmcBn_oGi6rsdRi4,metricbeat-000209,NA,doc,49,6.2.4,6,system,network,"3,897",224.782MB,0,0,"525,695",Ethernet,149.5MB,0,0,"556,550"
26455,"December 18th 2018, 17:25:07.868",1,MHpywmcBN4R-DFd1dL6q,metricbeat-000209,NA,doc,136,6.2.4,17,system,network,"2,008",48.799MB,0,0,"100,567",Ethernet,31.783MB,0,0,"100,497"
26460,"December 18th 2018, 17:25:04.651",1,tlRywmcBrehMbwjYc33d,metricbeat-000209,NA,doc,126,6.2.4,15,system,network,"1,852",134.923MB,0,0,"268,455",Ethernet,66.03MB,0,0,"282,993"
26463,"December 18th 2018, 17:24:58.411",1,iFRywmcBrehMbwjYb3fW,metricbeat-000209,NA,doc,109,6.2.4,13,system,network,997,153.229MB,0,0,"373,145",Ethernet,126.617MB,0,0,"396,226"
26466,"December 18th 2018, 17:24:58.048",1,QlRywmcBrehMbwjYb3fW,metricbeat-000209,NA,doc,141,6.2.4,17,system,network,"4,974",103.454MB,0,0,"193,782",Ethernet,60.912MB,0,0,"210,981"
26467,"December 18th 2018, 17:24:53.678",1,zbxywmcBuqt-6aA3bve4,metricbeat-000209,NA,doc,96,6.2.4,11,system,network,"1,035",19.626MB,0,0,"41,286",Ethernet,11.793MB,0,0,"42,133"
26470,"December 18th 2018, 17:24:51.520",1,xPFywmcBX8H-MD0_bcUh,metricbeat-000209,NA,doc,72,6.2.4,8,system,network,"3,012",260.292MB,0,0,"606,352",Ethernet,171.077MB,0,0,"645,440"
26474,"December 18th 2018, 17:24:51.254",1,NrJywmcBAOA7YPJGbSQw,metricbeat-000209,NA,doc,103,6.2.4,12,system,network,"1,036",303.729MB,0,0,"682,957",Ethernet,185.335MB,0,0,"733,442"
26476,"December 18th 2018, 17:24:45.506",1,CThgwmcBxOZ1qs_pwexL,metricbeat-000209,NA,doc,152,6.2.4,19,system,network,"1,002",129.68MB,0,0,"275,793",Ethernet,76.44MB,0,0,"285,899"
26480,"December 18th 2018, 17:24:44.410",1,jd5gwmcB6ZGVNHRkwJjP,metricbeat-000209,NA,doc,102,6.2.4,12,system,network,"4,802",96.577MB,0,0,"196,069",Ethernet,62.85MB,0,0,"215,530"
26483,"December 18th 2018, 17:24:40.932",1,b_FywmcBX8H-MD0_Z7m7,metricbeat-000209,NA,doc,124,6.2.4,15,system,network,"1,957",123.108MB,0,0,"247,321",Ethernet,65.473MB,0,0,"250,245"
26486,"December 18th 2018, 17:24:38.531",1,RVRywmcBrehMbwjYZ2hL,metricbeat-000209,NA,doc,6,6.2.4,1,system,network,"2,996",83.229MB,0,0,"179,410",Ethernet,52.222MB,0,0,"200,351"
26488,"December 18th 2018, 17:24:33.674",1,MPFywmcBX8H-MD0_ZLTB,metricbeat-000209,NA,doc,175,6.2.4,22,system,network,"2,876",120.254MB,0,0,"239,773",Ethernet,67.468MB,0,0,"243,557"
26491,"December 18th 2018, 17:24:27.792",1,xN5gwmcB6ZGVNHRkj4kk,metricbeat-000209,NA,doc,182,6.2.4,23,system,network,"4,019",375.171MB,0,0,"744,285",Ethernet,222.008MB,0,0,"773,926"
26496,"December 18th 2018, 17:24:22.820",1,Xe1ywmcBbOSZnM2xXY8R,metricbeat-000209,NA,doc,47,6.2.4,5,system,network,"3,947",83.056MB,0,0,"183,329",Ethernet,49.697MB,0,0,"193,317"
26497,"December 18th 2018, 17:24:22.125",1,CKZgwmcBuqt-6aA3jEeQ,metricbeat-000209,NA,doc,98,6.2.4,11,system,network,"2,044",284.287MB,0,0,"645,404",Ethernet,189.194MB,0,0,"694,064"
