,X_timestamp,beat_hostname,enrichment_branch_name,system_memory_actual_used_pct,system_memory_free,system_memory_swap_free,system_memory_swap_total,system_memory_swap_used_pct,HBOS
76,131256.12099999998,26,3,0.0,0,0,0.0,0,0.0
77,131253.187,136,17,0.0,0,0,0.0,0,0.0
78,131251.501,31,3,0.0,0,0,0.0,0,0.0
79,131248.969,21,2,0.0,0,0,0.0,0,0.0
80,131101.311,45,5,4.0,0,0,0.0,0,0.0
81,131404.954,117,14,0.0,0,0,0.0,0,0.0
82,131206.464,160,20,8.875,0,0,0.0,0,0.0
83,131355.729,8,1,0.0,0,0,0.0,0,0.0
84,131332.011,106,13,0.0,0,0,0.0,0,0.0
85,131300.269,84,9,0.0,0,0,0.0,0,0.0
86,131333.80599999998,186,21,0.0,0,0,0.0,0,0.0
87,131324.73,176,23,0.0,0,0,0.0,0,0.0
88,131317.035,169,22,0.0,0,0,0.0,0,0.0
89,131315.72699999998,96,11,0.0,0,0,0.0,0,0.0
90,131333.763,2,1,0.0,0,0,0.0,0,0.0
91,131331.208,69,7,0.0,0,0,0.0,0,0.0
92,131317.228,97,11,0.0,0,0,0.0,0,0.0
93,131329.381,130,16,0.0,0,0,0.0,0,0.0
94,131325.405,89,10,0.0,0,0,0.0,0,0.0
95,131324.418,171,22,0.0,0,0,0.0,0,0.0
96,131336.279,71,7,0.0,0,0,0.0,0,0.0
97,131323.024,145,18,0.0,0,0,0.0,0,0.0
98,131321.008,70,7,0.0,0,0,0.0,0,0.0
99,131319.836,156,20,0.0,0,0,0.0,0,0.0
100,131140.914,4,1,0.0,0,0,0.0,0,0.0
101,131318.568,5,1,0.0,0,0,0.0,0,0.0
102,131343.738,127,15,0.0,0,0,0.0,0,0.0
103,131258.39,27,3,0.0,0,0,0.0,0,0.0
104,131145.158,40,4,0.0,0,0,0.0,0,0.0
105,131231.94,51,6,0.0,0,0,0.0,0,0.0
106,131348.937,185,22,0.0,0,0,0.0,0,0.0
107,131348.841,110,13,0.0,0,0,0.0,0,0.0
108,131345.895,181,23,0.0,0,0,0.0,0,0.0
109,131343.661,174,22,0.0,0,0,0.0,0,0.0
110,131302.15,50,6,0.0,0,0,0.0,0,0.0
111,131341.745,34,4,0.0,0,0,0.0,0,0.0
112,131406.251,24,2,0.0,0,0,0.0,0,0.0
113,131408.219,184,21,0.0,0,0,0.0,0,0.0
114,131422.07,155,20,0.0,0,0,0.0,0,0.0
115,131409.90099999998,168,22,0.0,0,0,0.0,0,0.0
116,131411.367,1,1,0.0,0,0,0.0,0,0.0
117,131320.885,78,8,0.0,0,0,0.0,0,0.0
118,131304.758,128,16,0.0,0,0,0.0,0,0.0
119,131341.851,92,11,0.0,0,0,0.0,0,0.0
120,131016.11300000001,44,5,2.8989999999999996,0,0,4.0,0,0.0
121,131427.857,98,11,0.0,0,0,0.0,0,0.0
122,131427.911,52,6,0.0,0,0,0.0,0,0.0
123,131200.437,173,22,0.0,0,0,1.0,0,0.0
124,131126.332,77,8,0.0,0,0,2.0,0,0.0
125,131230.548,91,11,0.0,0,0,2.5,0,0.0
126,131127.417,190,21,0.0,0,0,3.75,0,0.0
127,131451.25199999998,102,12,0.0,0,0,0.0,0,0.0
128,131126.69199999998,191,21,0.0,0,0,0.0,0,0.0
129,131244.027,86,10,0.0,0,0,0.0,0,0.0
130,131245.718,87,10,0.0,0,0,0.0,0,0.0
131,131238.945,122,14,0.0,0,0,0.0,0,0.0
132,131225.421,60,7,0.0,0,0,0.0,0,0.0
133,131141.07,189,21,0.0,0,0,0.0,0,0.0
134,131357.34,75,8,0.0,0,0,0.0,0,0.0
135,131428.497,25,3,0.0,0,0,0.0,0,0.0
136,131422.343,3,1,0.0,0,0,0.0,0,0.0
137,131453.202,6,1,0.0,0,0,0.0,0,0.0
138,131326.645,54,6,0.0,0,0,4.583,0,0.0
139,131454.769,88,10,0.0,0,0,0.0,0,0.0
140,131246.628,142,18,0.0,0,0,4.666,0,0.0
141,131451.02300000002,152,19,0.0,0,0,4.689,0,0.0
142,131022.013,179,23,0.0,0,0,5.0,0,0.0
143,131055.469,30,3,7.8839999999999995,0,0,5.182,0,0.0
144,131227.883,154,19,0.0,0,0,4.666,0,0.0
145,131435.285,182,23,0.0,0,0,4.4510000000000005,0,0.0
146,131430.535,47,5,0.0,0,0,0.0,0,0.0
147,131055.962,46,5,0.0,0,0,4.047,0,0.0
148,131144.614,95,11,0.0,0,0,0.0,0,0.0
149,131441.193,175,22,0.0,0,0,0.0,0,0.0
150,131339.31699999998,104,12,0.0,0,0,0.0,0,0.0
151,131338.572,120,14,0.0,0,0,0.0,0,0.0
152,131412.079,83,9,0.0,0,0,0.0,0,0.0
153,131247.234,12,2,0.0,0,0,0.0,0,0.0
